date,USD_CHF,EUR_GBP,USD_CAD,GBP_JPY,EUR_USD,EUR_JPY,EUR_CHF,GBP_USD,USD_JPY
2017-01-18 07:11:00,1,1,0,1,1,0,0,1,0
2017-01-18 07:14:00,0,0,1,0,0,0,1,1,0
2017-01-18 07:17:00,1,1,0,1,1,1,0,0,1
2017-01-18 07:20:00,0,0,1,0,0,0,1,0,0
2017-01-18 07:23:00,1,1,0,0,1,1,1,1,0
2017-01-18 07:26:00,0,0,0,0,0,0,0,0,1
2017-01-18 07:29:00,1,1,0,1,1,1,1,1,1
2017-01-18 07:32:00,1,0,1,0,1,0,0,1,1
2017-01-18 07:35:00,0,1,0,1,0,1,0,0,1
2017-01-18 07:38:00,1,1,0,1,1,0,0,1,0
2017-01-18 07:41:00,0,0,0,0,1,1,1,0,0
2017-01-18 07:44:00,1,0,1,1,0,1,1,0,1
2017-01-18 07:47:00,0,1,0,0,0,0,0,1,0
2017-01-18 07:50:00,1,1,1,1,0,0,0,1,0
2017-01-18 07:53:00,0,0,1,0,1,0,0,0,0
2017-01-18 07:56:00,1,1,1,1,1,0,1,1,1
2017-01-18 07:59:00,1,0,0,0,1,1,1,0,0
2017-01-18 08:02:00,0,0,0,1,0,0,1,0,0
2017-01-18 08:05:00,0,0,1,0,1,0,0,0,1
2017-01-18 08:08:00,0,1,0,1,1,1,1,1,0
2017-01-18 08:11:00,1,0,0,0,0,0,0,0,1
2017-01-18 08:14:00,1,1,1,1,1,1,1,1,1
2017-01-18 08:17:00,0,0,0,0,0,0,1,0,0
2017-01-18 08:20:00,1,1,1,1,1,1,1,1,1
2017-01-18 08:23:00,0,0,0,0,0,0,0,0,0
2017-01-18 08:26:00,0,1,0,1,0,0,1,1,0
2017-01-18 08:29:00,1,0,1,0,1,0,1,0,1
2017-01-18 08:32:00,1,1,1,1,1,1,1,1,1
2017-01-18 08:35:00,0,0,0,0,0,0,0,0,0
2017-01-18 08:38:00,0,0,0,1,0,1,0,0,0
2017-01-18 08:41:00,0,0,0,1,0,1,0,1,1
2017-01-18 08:44:00,1,0,1,0,1,1,1,0,0
2017-01-18 08:47:00,0,0,0,1,0,0,0,0,1
2017-01-18 08:50:00,0,0,0,0,1,1,1,1,1
2017-01-18 08:53:00,1,1,1,1,1,1,0,0,0
2017-01-18 08:56:00,0,0,0,0,0,0,0,0,0
2017-01-18 08:59:00,1,1,1,1,1,1,1,0,1
2017-01-18 09:02:00,0,0,1,0,0,0,0,0,0
2017-01-18 09:05:00,1,1,1,0,1,0,1,1,0
2017-01-18 09:08:00,1,0,0,0,0,0,0,0,0
2017-01-18 09:11:00,1,1,0,1,0,1,0,1,1
2017-01-18 09:14:00,1,0,1,0,1,1,1,0,1
2017-01-18 09:17:00,0,1,1,0,0,0,0,1,0
2017-01-18 09:20:00,0,0,0,1,0,0,1,0,0
2017-01-18 09:23:00,1,0,0,0,0,1,1,1,1
2017-01-18 09:26:00,0,0,0,0,0,0,0,1,0
2017-01-18 09:29:00,1,1,1,0,1,1,1,0,1
2017-01-18 09:32:00,0,1,1,1,1,0,0,1,0
2017-01-18 09:35:00,1,1,1,1,1,1,1,1,1
2017-01-18 09:38:00,0,0,0,0,0,1,0,0,1
2017-01-18 09:41:00,0,1,0,1,1,1,1,0,0
2017-01-18 09:44:00,1,0,1,0,1,0,0,1,1
2017-01-18 09:47:00,0,1,1,1,0,0,0,0,0
2017-01-18 09:50:00,0,0,0,0,0,1,0,0,0
2017-01-18 09:53:00,1,0,1,0,0,0,1,0,0
2017-01-18 09:56:00,0,1,0,1,0,1,0,0,0
2017-01-18 09:59:00,1,1,1,1,1,1,1,0,1
2017-01-18 10:02:00,1,0,1,1,1,1,0,1,1
2017-01-18 10:05:00,0,0,0,0,0,0,0,0,0
2017-01-18 10:08:00,1,1,0,1,1,0,0,1,1
2017-01-18 10:11:00,0,1,1,0,0,1,1,1,0
2017-01-18 10:14:00,0,0,0,0,0,0,0,0,0
2017-01-18 10:17:00,1,0,1,0,1,1,1,1,1
2017-01-18 10:20:00,1,1,0,1,1,1,1,1,0
2017-01-18 10:23:00,0,0,1,0,0,0,0,0,1
2017-01-18 10:26:00,0,0,0,0,0,0,0,0,0
2017-01-18 10:29:00,0,1,1,1,0,1,1,1,0
2017-01-18 10:32:00,1,0,0,1,1,1,0,1,1
2017-01-18 10:35:00,0,1,1,0,1,0,1,1,0
2017-01-18 10:38:00,1,0,0,1,1,1,0,1,1
2017-01-18 10:41:00,0,1,0,1,1,1,1,0,0
2017-01-18 10:44:00,1,0,1,0,1,0,0,1,1
2017-01-18 10:47:00,0,0,0,0,0,0,1,0,0
2017-01-18 10:50:00,0,1,0,1,0,1,1,1,0
2017-01-18 10:53:00,1,0,0,1,1,1,1,1,1
2017-01-18 10:56:00,1,1,1,0,1,0,1,1,1
2017-01-18 10:59:00,1,0,0,1,0,1,0,0,1
2017-01-18 11:02:00,0,0,0,0,0,0,0,0,0
2017-01-18 11:05:00,1,1,1,1,0,1,1,0,1
2017-01-18 11:08:00,0,1,0,0,0,0,0,1,0
2017-01-18 11:11:00,1,0,0,1,1,0,0,0,0
2017-01-18 11:14:00,1,1,1,0,1,0,1,1,1
2017-01-18 11:17:00,0,0,0,0,0,0,0,0,0
2017-01-18 11:20:00,1,0,1,0,0,1,0,0,0
2017-01-18 11:23:00,0,0,0,1,0,1,1,0,1
2017-01-18 11:26:00,1,1,0,0,0,0,0,1,0
2017-01-18 11:29:00,0,0,1,1,1,1,1,0,1
2017-01-18 11:32:00,0,0,0,0,0,0,0,0,0
2017-01-18 11:35:00,0,1,1,1,0,0,0,1,0
2017-01-18 11:38:00,1,0,0,0,1,1,1,0,1
2017-01-18 11:41:00,0,0,0,0,0,1,0,0,0
2017-01-18 11:44:00,1,1,1,1,1,0,1,0,1
2017-01-18 11:47:00,1,1,1,1,1,0,1,1,0
2017-01-18 11:50:00,1,0,0,1,0,0,0,1,1
2017-01-18 11:53:00,1,1,0,1,1,1,1,1,1
2017-01-18 11:56:00,0,0,0,0,0,0,1,0,0
2017-01-18 11:59:00,1,0,1,0,1,0,0,1,1
2017-01-18 12:02:00,0,1,0,1,0,0,0,0,0
2017-01-18 12:05:00,1,1,1,1,1,0,0,1,0
2017-01-18 12:08:00,0,0,0,0,0,0,1,0,0
2017-01-18 12:11:00,1,1,0,1,1,1,0,1,1
2017-01-18 12:14:00,0,0,1,0,0,1,0,0,0
2017-01-18 12:17:00,1,1,0,0,1,0,0,1,1
2017-01-18 12:20:00,0,0,1,0,0,0,1,0,0
2017-01-18 12:23:00,1,1,1,1,0,1,1,0,0
2017-01-18 12:26:00,0,0,1,1,0,0,0,1,1
2017-01-18 12:29:00,1,1,0,1,1,1,1,1,1
2017-01-18 12:32:00,1,0,1,0,1,1,1,0,1
2017-01-18 12:35:00,0,0,0,0,1,0,0,0,0
2017-01-18 12:38:00,1,1,1,1,1,1,1,1,0
2017-01-18 12:41:00,0,0,1,0,0,1,0,0,1
2017-01-18 12:44:00,0,1,0,1,0,0,1,0,0
2017-01-18 12:47:00,1,1,1,1,0,0,0,1,1
2017-01-18 12:50:00,0,1,0,0,0,0,0,1,0
2017-01-18 12:53:00,1,0,0,1,1,1,1,0,1
2017-01-18 12:56:00,0,0,1,1,1,1,0,0,1
2017-01-18 12:59:00,0,1,1,0,1,0,1,0,1
2017-01-18 13:02:00,1,1,0,1,0,1,0,1,1
2017-01-18 13:05:00,0,0,0,1,0,0,1,1,0
2017-01-18 13:08:00,1,0,1,1,1,1,0,0,1
2017-01-18 13:11:00,1,1,1,0,1,0,0,1,0
2017-01-18 13:14:00,0,0,0,0,0,0,0,0,0
2017-01-18 13:17:00,1,1,0,1,1,0,1,1,1
2017-01-18 13:20:00,0,0,0,0,0,0,1,0,0
2017-01-18 13:23:00,0,1,1,1,0,0,0,1,0
2017-01-18 13:26:00,1,1,1,1,1,0,1,0,1
2017-01-18 13:29:00,0,0,0,0,0,1,1,0,0
2017-01-18 13:32:00,1,0,0,1,1,1,0,1,1
2017-01-18 13:35:00,0,1,1,1,0,0,1,1,0
2017-01-18 13:38:00,0,1,0,1,0,1,0,1,0
2017-01-18 13:41:00,1,1,1,1,1,1,1,1,1
2017-01-18 13:44:00,0,0,0,0,0,0,1,0,0
2017-01-18 13:47:00,1,1,1,1,1,0,1,1,0
2017-01-18 13:50:00,0,0,0,0,0,0,0,0,0
2017-01-18 13:53:00,1,1,0,1,1,1,1,1,1
2017-01-18 13:56:00,1,1,0,1,1,0,1,1,1
2017-01-18 13:59:00,0,0,0,0,0,0,0,0,0
2017-01-18 14:02:00,1,0,1,1,1,1,1,1,1
2017-01-18 14:05:00,0,0,0,0,0,0,0,0,0
2017-01-18 14:08:00,0,0,1,0,0,1,1,0,0
2017-01-18 14:11:00,1,1,0,1,1,0,0,1,1
2017-01-18 14:14:00,0,1,1,1,1,1,1,1,1
2017-01-18 14:17:00,0,0,0,0,0,1,0,0,1
2017-01-18 14:20:00,1,1,0,0,0,0,0,0,0
2017-01-18 14:23:00,0,1,0,1,0,0,0,0,1
2017-01-18 14:26:00,0,0,1,0,1,1,1,1,0
2017-01-18 14:29:00,1,1,0,1,0,1,1,0,1
2017-01-18 14:32:00,0,1,0,0,0,0,0,1,0
2017-01-18 14:35:00,1,0,0,1,1,1,1,0,0
2017-01-18 14:38:00,0,0,0,0,0,0,0,0,0
2017-01-18 14:41:00,1,1,1,0,1,1,1,0,1
2017-01-18 14:44:00,0,0,0,1,0,0,0,1,1
2017-01-18 14:47:00,1,0,1,1,1,0,1,0,1
2017-01-18 14:50:00,1,0,0,0,0,1,1,0,0
2017-01-18 14:53:00,0,0,1,1,0,1,0,0,1
2017-01-18 14:56:00,1,1,1,1,1,0,1,1,1
2017-01-18 14:59:00,1,1,1,1,1,1,1,1,1
2017-01-18 15:02:00,0,0,1,1,0,0,1,0,0
2017-01-18 15:05:00,0,0,0,0,0,0,0,0,0
2017-01-18 15:08:00,1,1,0,1,1,1,0,1,1
2017-01-18 15:11:00,0,1,0,0,0,1,0,1,0
2017-01-18 15:14:00,1,0,1,0,1,0,0,0,0
2017-01-18 15:17:00,0,1,0,1,0,1,0,0,0
2017-01-18 15:20:00,1,0,1,0,1,0,1,1,1
2017-01-18 15:23:00,1,0,1,1,1,1,1,1,1
2017-01-18 15:26:00,0,1,1,1,0,1,0,0,1
2017-01-18 15:29:00,1,1,0,0,1,0,1,1,0
2017-01-18 15:32:00,0,1,0,1,0,1,0,0,0
2017-01-18 15:35:00,0,0,0,0,0,0,0,0,0
2017-01-18 15:38:00,1,1,1,1,1,1,1,1,1
2017-01-18 15:41:00,0,1,0,0,0,1,0,0,0
2017-01-18 15:44:00,0,0,0,0,0,0,1,1,0
2017-01-18 15:47:00,0,0,0,0,0,0,0,0,1
2017-01-18 15:50:00,0,1,1,1,1,1,1,1,1
2017-01-18 15:53:00,1,1,0,1,1,0,1,1,0
2017-01-18 15:56:00,0,0,1,0,0,1,0,1,1
2017-01-18 15:59:00,1,0,1,1,0,0,1,0,0
2017-01-18 16:02:00,1,1,0,1,1,1,0,1,1
2017-01-18 16:05:00,0,0,1,0,0,0,0,0,0
2017-01-18 16:08:00,1,1,0,1,1,1,1,1,1
2017-01-18 16:11:00,0,0,1,0,1,0,0,1,0
2017-01-18 16:14:00,0,0,1,0,0,1,0,0,1
2017-01-18 16:17:00,1,1,0,1,1,1,1,1,0
2017-01-18 16:20:00,1,1,1,0,0,0,0,0,1
2017-01-18 16:23:00,0,1,0,1,0,1,0,1,1
2017-01-18 16:26:00,0,0,0,0,0,0,0,0,0
2017-01-18 16:29:00,1,1,1,1,1,1,1,1,1
2017-01-18 16:32:00,0,1,0,1,0,0,0,1,0
2017-01-18 16:35:00,1,0,1,0,1,1,1,0,0
2017-01-18 16:38:00,0,0,0,0,0,1,1,0,1
2017-01-18 16:41:00,0,0,1,1,1,1,0,0,1
2017-01-18 16:44:00,0,1,1,1,0,1,1,1,1
2017-01-18 16:47:00,0,0,1,0,0,0,0,0,0
2017-01-18 16:50:00,0,1,0,1,1,1,0,1,1
2017-01-18 16:53:00,0,0,0,0,0,0,0,0,0
2017-01-18 16:56:00,1,0,1,1,0,1,1,0,1
2017-01-18 16:59:00,1,1,1,1,1,1,1,1,1
2017-01-18 17:02:00,1,0,0,0,0,0,0,0,0
2017-01-18 17:05:00,0,0,0,1,0,1,1,0,1
2017-01-18 17:08:00,1,1,1,,1,0,0,1,0
2017-01-18 17:11:00,0,0,0,,1,1,1,0,1
2017-01-18 17:14:00,0,1,0,0,0,0,0,0,0
2017-01-18 17:17:00,0,0,0,1,1,0,1,0,1
2017-01-18 17:20:00,1,1,1,1,1,1,1,1,1
2017-01-18 17:23:00,0,0,,0,0,0,0,0,0
2017-01-18 17:26:00,1,1,,0,1,1,1,0,1
2017-01-18 17:29:00,1,0,,1,1,1,1,1,1
2017-01-18 17:32:00,0,0,0,1,1,0,0,0,0
2017-01-18 17:35:00,1,1,0,0,1,1,1,1,0
2017-01-18 17:38:00,0,1,,0,0,0,0,1,1
2017-01-18 17:41:00,0,0,,0,0,0,0,0,0
2017-01-18 17:45:00,1,1,0,0,1,1,1,0,1
2017-01-18 17:48:00,0,,0,0,0,1,,0,1
2017-01-18 17:51:00,1,,1,0,1,0,,1,0
2017-01-18 17:54:00,0,0,0,1,0,0,0,1,1
2017-01-18 17:57:00,0,0,,1,0,1,0,0,0
2017-01-18 18:00:00,1,1,,1,1,0,1,1,1
2017-01-18 18:03:00,0,1,0,0,0,1,1,0,0
2017-01-18 18:06:00,0,0,1,0,0,0,0,0,0
2017-01-18 18:09:00,1,0,1,0,0,1,1,1,0
2017-01-18 18:12:00,1,0,0,0,1,1,0,0,1
2017-01-18 18:15:00,1,1,1,1,1,1,1,1,1
2017-01-18 18:18:00,0,0,1,1,0,1,0,0,1
2017-01-18 18:21:00,0,0,0,0,0,0,0,0,0
2017-01-18 18:24:00,1,1,1,0,1,1,1,1,1
2017-01-18 18:27:00,0,0,0,0,0,0,0,0,0
2017-01-18 18:30:00,0,1,1,0,0,0,0,1,1
2017-01-18 18:33:00,0,0,1,0,1,0,0,1,1
2017-01-18 18:36:00,1,1,1,1,0,1,0,1,0
2017-01-18 18:39:00,1,1,1,0,0,0,1,0,1
2017-01-18 18:42:00,0,1,0,1,1,1,0,1,0
2017-01-18 18:45:00,1,0,1,1,0,1,,1,1
2017-01-18 18:48:00,1,1,0,1,1,1,,0,1
2017-01-18 18:51:00,0,0,0,0,0,0,0,1,0
2017-01-18 18:54:00,1,1,0,1,1,1,1,1,1
2017-01-18 18:57:00,0,0,1,1,1,0,0,0,1
2017-01-18 19:00:00,1,1,1,1,0,1,1,0,1
2017-01-18 19:03:00,0,0,0,0,0,0,1,0,0
2017-01-18 19:06:00,1,1,1,1,1,1,1,1,1
2017-01-18 19:09:00,0,0,0,0,0,0,0,0,0
2017-01-18 19:12:00,0,1,0,0,0,0,0,0,0
2017-01-18 19:15:00,0,0,0,0,0,0,1,0,0
2017-01-18 19:18:00,0,1,1,1,1,1,0,1,1
2017-01-18 19:21:00,1,0,1,0,1,0,1,1,0
2017-01-18 19:24:00,1,0,1,0,0,1,0,1,0
2017-01-18 19:27:00,0,0,1,1,0,0,0,0,0
2017-01-18 19:30:00,0,1,1,1,1,1,1,1,1
2017-01-18 19:33:00,1,0,1,0,1,0,0,0,0
2017-01-18 19:36:00,1,1,0,1,1,1,1,1,1
2017-01-18 19:39:00,0,0,0,0,0,0,0,0,0
2017-01-18 19:42:00,0,1,1,1,0,1,0,0,0
2017-01-18 19:45:00,0,0,0,0,0,0,1,0,0
2017-01-18 19:48:00,1,1,1,1,1,1,1,1,1
2017-01-18 19:51:00,0,1,0,1,0,0,0,0,1
2017-01-18 19:54:00,1,1,1,1,1,1,0,1,1
2017-01-18 19:57:00,0,0,0,0,0,0,0,0,0
2017-01-18 20:00:00,1,1,1,1,1,1,1,1,1
2017-01-18 20:03:00,0,0,0,0,0,0,0,0,0
2017-01-18 20:06:00,1,0,0,1,1,1,0,1,1
2017-01-18 20:09:00,1,1,1,0,1,0,0,0,0
2017-01-18 20:12:00,0,0,0,0,0,1,1,1,0
2017-01-18 20:15:00,0,1,0,1,0,1,0,1,1
2017-01-18 20:18:00,1,0,1,0,0,0,1,0,0
2017-01-18 20:21:00,0,0,0,1,1,1,0,0,1
2017-01-18 20:24:00,0,1,0,1,0,1,0,0,0
2017-01-18 20:27:00,1,1,1,0,1,0,1,1,1
2017-01-18 20:30:00,1,0,0,0,1,0,0,1,0
2017-01-18 20:33:00,0,0,1,1,0,1,0,0,1
2017-01-18 20:36:00,0,0,0,0,0,0,0,0,0
2017-01-18 20:39:00,0,1,1,1,1,0,0,1,0
2017-01-18 20:42:00,1,1,0,0,1,1,1,1,1
2017-01-18 20:45:00,1,0,1,1,1,1,0,1,1
2017-01-18 20:48:00,0,0,0,0,0,0,0,0,0
2017-01-18 20:51:00,1,0,0,0,0,1,1,1,1
2017-01-18 20:54:00,1,1,0,0,1,1,0,1,0
2017-01-18 20:57:00,0,1,0,1,0,0,1,0,0
2017-01-18 21:00:00,1,0,1,1,0,1,1,1,1
2017-01-18 21:03:00,0,1,0,0,1,0,0,1,0
2017-01-18 21:06:00,1,1,1,1,1,1,1,1,1
2017-01-18 21:09:00,0,0,1,0,0,0,1,0,0
2017-01-18 21:12:00,0,1,0,1,0,1,0,1,1
2017-01-18 21:15:00,1,1,1,1,1,0,1,1,1
2017-01-18 21:18:00,0,0,0,0,0,0,0,0,0
2017-01-18 21:21:00,0,1,0,1,1,1,0,1,1
2017-01-18 21:24:00,1,1,1,1,1,1,0,1,0
2017-01-18 21:27:00,1,1,0,1,0,1,1,1,1
2017-01-18 21:30:00,0,0,1,1,1,0,0,0,0
2017-01-18 21:33:00,0,0,0,0,0,0,0,0,0
2017-01-18 21:36:00,1,1,1,1,1,1,1,1,1
2017-01-18 21:39:00,0,0,1,0,0,0,1,0,0
2017-01-18 21:42:00,0,1,0,0,0,0,0,1,0
2017-01-18 21:45:00,1,0,0,0,1,0,1,0,0
2017-01-18 21:48:00,0,1,1,1,1,1,1,1,1
2017-01-18 21:51:00,0,0,0,0,0,0,0,0,0
2017-01-18 21:54:00,1,1,1,1,1,0,1,1,1
2017-01-18 21:57:00,0,0,1,1,1,1,1,0,1
2017-01-18 22:00:00,1,1,1,0,1,0,1,1,0
2017-01-18 22:03:00,0,0,1,1,0,1,0,0,1
2017-01-18 22:06:00,0,1,0,0,1,0,0,0,0
2017-01-18 22:09:00,0,0,0,0,0,1,0,1,0
2017-01-18 22:12:00,1,0,1,1,1,0,1,1,1
2017-01-18 22:15:00,0,0,0,1,0,1,0,0,1
2017-01-18 22:18:00,0,0,0,0,0,0,0,0,0
2017-01-18 22:21:00,0,1,1,0,1,0,0,1,0
2017-01-18 22:24:00,1,0,1,1,1,1,1,0,1
2017-01-18 22:27:00,0,1,0,0,0,0,0,1,0
2017-01-18 22:30:00,0,1,1,1,1,1,1,0,0
2017-01-18 22:33:00,1,1,0,1,1,1,1,1,1
2017-01-18 22:36:00,0,1,1,0,0,0,0,0,0
2017-01-18 22:39:00,1,1,0,1,0,1,0,1,1
2017-01-18 22:42:00,1,0,1,1,1,1,1,0,1
2017-01-18 22:45:00,0,0,0,0,1,0,0,0,0
2017-01-18 22:48:00,1,1,1,1,1,1,1,1,0
2017-01-18 22:51:00,0,1,0,0,0,0,0,1,1
2017-01-18 22:54:00,0,0,0,1,1,1,1,0,1
2017-01-18 22:57:00,0,0,0,0,0,0,0,0,0
2017-01-18 23:00:00,1,1,1,1,1,1,1,1,1
2017-01-18 23:03:00,0,0,0,0,0,0,0,0,0
2017-01-18 23:06:00,1,1,0,1,1,1,1,1,1
2017-01-18 23:09:00,0,1,1,1,1,1,1,1,1
2017-01-18 23:12:00,1,0,1,0,0,0,0,1,0
2017-01-18 23:15:00,1,0,1,0,1,1,1,0,0
2017-01-18 23:18:00,0,0,0,0,0,0,0,0,0
2017-01-18 23:21:00,0,0,0,1,0,1,,1,1
2017-01-18 23:24:00,1,0,1,1,1,1,,1,1
2017-01-18 23:27:00,0,1,0,0,0,0,0,0,0
2017-01-18 23:30:00,1,1,1,1,1,1,1,1,1
2017-01-18 23:33:00,0,0,0,0,0,0,0,0,0
2017-01-18 23:36:00,1,1,1,1,1,0,0,1,1
2017-01-18 23:39:00,0,0,0,0,0,0,0,0,0
2017-01-18 23:42:00,0,0,0,1,0,0,0,0,0
2017-01-18 23:45:00,1,1,1,1,0,0,0,1,0
2017-01-18 23:48:00,1,1,1,1,1,1,1,1,1
2017-01-18 23:51:00,0,0,0,0,0,0,1,0,0
2017-01-18 23:54:00,0,1,0,0,0,0,0,1,0
2017-01-18 23:57:00,1,0,1,1,1,1,1,0,1
2017-01-19 00:00:00,0,1,0,0,1,1,1,1,0
2017-01-19 00:03:00,0,0,0,0,0,1,0,0,0
2017-01-19 00:06:00,1,1,1,1,0,0,,1,1
2017-01-19 00:09:00,0,0,0,1,1,1,,0,1
2017-01-19 00:12:00,1,1,1,0,1,0,1,1,0
2017-01-19 00:15:00,0,0,0,0,0,1,0,0,0
2017-01-19 00:18:00,1,1,1,1,1,1,1,0,1
2017-01-19 00:21:00,0,0,0,0,0,0,0,0,0
2017-01-19 00:24:00,0,1,1,1,1,1,1,1,1
2017-01-19 00:27:00,0,0,1,0,0,0,0,0,0
2017-01-19 00:30:00,1,1,0,1,1,0,1,0,1
2017-01-19 00:33:00,0,0,0,0,0,0,0,0,0
2017-01-19 00:36:00,0,0,0,0,0,0,0,0,0
2017-01-19 00:39:00,1,1,1,1,1,1,1,1,1
2017-01-19 00:42:00,0,0,0,0,0,0,0,0,0
2017-01-19 00:45:00,0,0,1,1,0,0,0,0,1
2017-01-19 00:48:00,1,0,0,0,1,1,1,1,1
2017-01-19 00:51:00,1,1,1,1,0,1,0,1,1
2017-01-19 00:54:00,0,0,0,0,0,0,0,0,0
2017-01-19 00:57:00,1,1,1,0,1,0,1,0,1
2017-01-19 01:00:00,1,0,0,1,0,1,1,1,1
2017-01-19 01:03:00,1,1,0,0,0,0,0,1,0
2017-01-19 01:06:00,0,0,1,0,0,1,1,0,0
2017-01-19 01:09:00,0,1,1,1,1,1,0,1,1
2017-01-19 01:12:00,0,0,0,0,0,0,1,1,0
2017-01-19 01:15:00,1,0,0,1,0,1,0,0,1
2017-01-19 01:18:00,1,1,0,0,1,1,1,1,1
2017-01-19 01:21:00,0,1,0,0,0,0,0,1,0
2017-01-19 01:24:00,0,0,0,0,0,0,0,0,0
2017-01-19 01:27:00,0,1,1,1,1,1,1,0,1
2017-01-19 01:30:00,1,0,1,0,1,0,1,1,0
2017-01-19 01:33:00,0,0,0,0,0,0,1,0,0
2017-01-19 01:36:00,0,1,1,1,0,1,0,1,1
2017-01-19 01:39:00,1,1,0,1,1,1,1,0,1
2017-01-19 01:42:00,1,0,1,0,0,0,1,1,0
2017-01-19 01:45:00,1,0,0,0,0,0,0,0,0
2017-01-19 01:48:00,1,1,0,1,1,1,0,1,1
2017-01-19 01:51:00,0,0,1,0,1,0,1,0,0
2017-01-19 01:54:00,1,1,1,1,1,0,0,1,1
2017-01-19 01:57:00,0,1,0,1,0,1,1,0,1
2017-01-19 02:00:00,1,0,1,1,1,1,1,1,1
2017-01-19 02:03:00,0,0,0,0,0,0,0,0,0
2017-01-19 02:06:00,1,1,1,0,1,1,1,1,1
2017-01-19 02:09:00,1,0,0,0,0,0,0,0,0
2017-01-19 02:12:00,0,0,0,0,1,0,0,1,0
2017-01-19 02:15:00,0,1,0,1,0,1,0,1,1
2017-01-19 02:18:00,1,0,0,0,0,0,1,0,0
2017-01-19 02:21:00,0,1,1,1,1,1,0,1,1
2017-01-19 02:24:00,0,0,0,1,0,1,0,1,1
2017-01-19 02:27:00,1,1,1,1,1,0,1,1,1
2017-01-19 02:30:00,1,1,1,0,1,0,0,1,0
2017-01-19 02:33:00,1,1,0,1,1,1,0,1,1
2017-01-19 02:36:00,0,0,1,0,0,0,1,0,0
2017-01-19 02:39:00,1,0,0,1,1,1,0,1,1
2017-01-19 02:42:00,0,1,0,0,0,0,1,0,0
2017-01-19 02:45:00,0,1,1,1,0,1,0,1,1
2017-01-19 02:48:00,1,0,0,0,1,1,1,0,1
2017-01-19 02:51:00,0,1,0,0,0,0,1,0,0
2017-01-19 02:54:00,0,0,1,1,1,1,1,1,0
2017-01-19 02:57:00,1,1,0,1,1,1,1,1,1
2017-01-19 03:00:00,1,1,1,1,0,1,0,1,1
2017-01-19 03:03:00,0,0,0,0,0,0,0,0,0
2017-01-19 03:06:00,1,1,1,0,1,0,1,0,1
2017-01-19 03:09:00,0,0,1,1,0,0,0,1,0
2017-01-19 03:12:00,1,1,0,1,1,1,0,0,1
2017-01-19 03:15:00,1,1,1,1,1,0,1,1,0
2017-01-19 03:18:00,0,0,0,0,0,1,0,0,0
2017-01-19 03:21:00,0,1,0,1,0,1,0,1,0
2017-01-19 03:24:00,1,0,1,0,1,0,1,0,0
2017-01-19 03:27:00,0,0,0,1,1,1,1,0,1
2017-01-19 03:30:00,1,1,1,0,1,0,0,1,0
2017-01-19 03:33:00,0,1,0,0,0,0,0,1,0
2017-01-19 03:36:00,0,0,1,1,1,0,1,0,0
2017-01-19 03:39:00,1,1,0,0,1,0,0,1,1
2017-01-19 03:42:00,0,1,1,1,0,1,0,1,1
2017-01-19 03:45:00,0,0,0,0,0,0,0,1,0
2017-01-19 03:48:00,1,1,1,1,1,1,0,0,1
2017-01-19 03:51:00,1,0,1,0,1,1,1,0,0
2017-01-19 03:54:00,0,1,1,1,0,0,0,1,0
2017-01-19 03:57:00,1,0,1,0,1,1,1,0,1
2017-01-19 04:00:00,1,1,0,1,1,1,0,1,1
2017-01-19 04:03:00,0,0,1,0,0,0,0,0,0
2017-01-19 04:06:00,0,0,0,0,0,0,0,0,0
2017-01-19 04:09:00,1,0,1,0,1,1,1,0,1
2017-01-19 04:12:00,0,0,1,0,0,0,0,0,0
2017-01-19 04:15:00,0,1,0,1,0,1,1,1,1
2017-01-19 04:18:00,1,1,1,1,1,1,1,1,1
2017-01-19 04:21:00,1,1,0,1,1,0,1,0,1
2017-01-19 04:24:00,1,0,1,0,0,1,1,0,1
2017-01-19 04:27:00,0,1,0,0,1,0,0,1,0
2017-01-19 04:30:00,0,0,0,0,0,0,0,0,1
2017-01-19 04:33:00,0,1,0,1,1,0,1,1,0
2017-01-19 04:36:00,1,0,0,0,0,1,0,0,0
2017-01-19 04:39:00,0,1,0,1,1,0,1,1,1
2017-01-19 04:42:00,1,0,1,0,1,0,0,1,0
2017-01-19 04:45:00,0,1,0,1,1,1,0,1,1
2017-01-19 04:48:00,1,0,0,0,1,0,1,0,1
2017-01-19 04:51:00,0,1,1,0,0,0,0,0,0
2017-01-19 04:54:00,1,1,0,1,1,0,0,1,0
2017-01-19 04:57:00,0,0,0,0,0,1,0,0,1
2017-01-19 05:00:00,1,1,0,1,1,1,1,1,1
2017-01-19 05:03:00,0,0,1,0,1,1,0,1,1
2017-01-19 05:06:00,0,0,0,0,0,1,1,0,1
2017-01-19 05:09:00,0,1,1,0,0,0,0,1,0
2017-01-19 05:12:00,0,0,0,1,1,1,0,1,1
2017-01-19 05:15:00,1,1,1,1,1,1,1,1,1
2017-01-19 05:18:00,0,1,0,1,0,1,0,0,1
2017-01-19 05:21:00,0,0,1,0,0,0,0,0,0
2017-01-19 05:24:00,1,0,0,0,1,0,0,0,0
2017-01-19 05:27:00,0,1,0,1,0,0,0,0,0
2017-01-19 05:30:00,1,1,1,0,1,1,1,1,1
2017-01-19 05:33:00,1,0,0,1,0,0,0,1,0
2017-01-19 05:36:00,0,1,0,1,0,1,0,0,0
2017-01-19 05:39:00,1,0,1,0,1,0,1,1,1
